,Professional,Country,DeveloperType,HaveWorkedLanguage,WantWorkLanguage
37456,Student,Indonesia,General,Java; JavaScript; PHP; SQL,C++; Python; Ruby
37461,Student,France,General,Assembly; C; C++; Java; JavaScript; Objective-C; SQL,C++; Java; JavaScript
37464,Student,France,General,C#; JavaScript; SQL,C++
37468,Student,United States,General,C++; C#,C#
37478,Student,Austria,General,Java,Assembly; C; C++; SQL
37483,Student,Netherlands,General,C#; Java; SQL,C#; Java
37484,Student,United Kingdom,General,C#; Java; JavaScript; Python; R; VB.NET; VBA,C; C++; Java; JavaScript; PHP; Python; R; SQL; VBA
37494,Student,Germany,General,Assembly; C; C++; C#; Java; PHP; SQL,C++; C#; Go; Java
37505,Student,United States,General,C++; Matlab; Python,C++; Matlab; Python; Scala
37522,Student,Germany,General,Assembly; C; C++; Java; SQL,Haskell; Python
37539,Student,Netherlands,General,C#,C; Objective-C; Python; Swift
37543,Student,Germany,General,Assembly; C; C#; Java,C++
37547,Student,Brazil,General,C; C++; C#; CoffeeScript; Java; JavaScript; Python; Rust,C++; C#; Clojure; Dart; Erlang; F#; Go; Haskell; Python; Rust
37548,Student,Romania,General,C++; Java,Java; JavaScript; PHP; Python; SQL
37552,Student,France,General,C; C++; Java; JavaScript; SQL,Assembly; C; C++
37560,Student,India,General,C; C++; Common Lisp; Haskell; Java; JavaScript; Smalltalk,Assembly; C#; CoffeeScript; Go; Hack; Matlab; Objective-C; Perl; PHP; Python; R; Ruby; Rust; Scala; SQL; Swift; TypeScript; VB.NET; Visual Basic 6
37565,Student,Poland,General,Assembly; C; C++; Objective-C,C; C++; C#; JavaScript; Objective-C; PHP; SQL
37569,Student,India,General,Java; Python,C; Java; JavaScript; Julia; Python; R; Ruby; Rust
37601,Student,United States,General,JavaScript; Python,Java; JavaScript; Python
37607,Student,Ukraine,General,C#; JavaScript; TypeScript,C; C++; C#; Haskell; Java; JavaScript; PHP; Python; TypeScript
37612,Student,Ecuador,General,Java; Python,Java
37618,Student,Austria,General,C; C++; C#; Java; PHP; SQL,C; C++; C#; Go; Java; SQL
37620,Student,Pakistan,General,C; C++; Haskell; Java; JavaScript; PHP; Python; SQL,C#; Haskell; Objective-C
37622,Student,United States,General,C; C++; Go; Java; JavaScript; Lua; Python; Rust,C; C#; Python
37631,Student,Germany,General,C; Java,C; Java; Python; Swift
37640,Student,United States,General,C; C++; Java; JavaScript,C++; Java; Python
37652,Student,Belarus,General,C++; JavaScript; Python,CoffeeScript; Haskell; JavaScript; Python; Ruby; Rust; Swift; TypeScript
37654,Student,Hungary,General,Python,C++; Objective-C; Swift
37660,Student,Austria,General,C#; Java; JavaScript; PHP; SQL; TypeScript,JavaScript; SQL; TypeScript
37661,Student,United Arab Emirates,General,C; C#; Java; JavaScript; PHP; Python; SQL; TypeScript,Assembly; C; C++; C#; Go; Groovy; Java; JavaScript; Objective-C; Python; Swift; TypeScript
37666,Student,Iran,General,PHP; Python,JavaScript; Python
37669,Student,Finland,General,C; C++; Java; Perl; Python,C; C++; Java; Python
37670,Student,United Kingdom,General,C++; Python,Python
37691,Student,United States,General,C; C++,Assembly; C; C++; C#; Java
37694,Student,I prefer not to say,General,Java,C#; Java; SQL
37699,Student,Portugal,General,C#; Java; JavaScript,C#; JavaScript
37710,Student,India,General,C; C++; Java; PHP; Python,Java; JavaScript; Python
37713,Student,Poland,General,C; Ruby,Ruby
37715,Student,Mauritius,General,C++; Java,C#; Python; Swift; VB.NET; Visual Basic 6
37722,Student,Belgium,General,C++; Java,Assembly; C++
37738,Student,United Kingdom,General,Java; Python; SQL,C#
37760,Student,Canada,General,C++; Go; Python,C++; Python; TypeScript
37773,Student,United States,General,SQL; VB.NET,C++; C#; SQL; VB.NET
37777,Student,United States,General,C; C++; Haskell; JavaScript; Lua; SQL,Assembly
37787,Student,United States,General,Assembly; C; C++; C#; Java; PHP; Python; R; SQL; VBA,Assembly; C; C++; C#; Go; Haskell; Objective-C; Python; R
37789,Student,United States,General,Java; Python,C; C++; Java; Python; Ruby
37790,Student,United States,General,Java; JavaScript; Scala,Java; Python; Scala
37836,Student,Nigeria,General,Python; SQL,Python; R
37837,Student,South Korea,General,C; C++; C#; Java; JavaScript; PHP; Python,CoffeeScript; Java; JavaScript; Python; Scala; TypeScript
37847,Student,India,General,JavaScript,Assembly; C++; JavaScript
37856,Student,United States,General,C; Java; JavaScript; PHP; Python; Ruby; Swift,Assembly; C; Hack; Java; JavaScript; Perl; PHP; SQL; TypeScript
37881,Student,Pakistan,General,C++; Python,Assembly; C#; SQL
37919,Student,United States,General,Java; JavaScript; Lua; PHP; Python; SQL,C; C#; Java; JavaScript; Lua; PHP; Python; Ruby; SQL
37920,Student,United States,General,Java; JavaScript; PHP; SQL,Java; PHP; SQL
37933,Student,United States,General,C++; Python,C++; CoffeeScript; Python; Swift
37953,Student,India,General,Objective-C,C; C++; Objective-C; Ruby
37966,Student,India,General,C; C#; Java; Python,C#; JavaScript; PHP; Python; SQL
37974,Student,Saudi Arabia,General,C#; Java; SQL; VB.NET,C++; Java; Python; Swift; VB.NET
37987,Student,South Africa,General,JavaScript,C++; C#; JavaScript; Objective-C; Python; Swift
38054,Student,United States,General,PHP; SQL; VBA,JavaScript; Matlab; Python
38065,Student,India,General,C; Java; JavaScript; PHP; Python; SQL,CoffeeScript; Elixir; R; Ruby; Swift
38087,Student,Romania,General,C++; JavaScript; PHP; SQL,Clojure; Java; JavaScript; PHP
38103,Student,Poland,General,C++; JavaScript; Matlab; PHP; Ruby,JavaScript; Ruby; SQL; Swift
38137,Student,Pakistan,General,Java; JavaScript; PHP,Java; JavaScript; PHP; Ruby; Swift
38190,Student,Greece,General,Assembly; C; Java,C++; C#; Python
38191,Student,United Kingdom,General,JavaScript; PHP,C#; JavaScript; PHP; Python
38220,Student,Denmark,General,C++; C#; Java; JavaScript; PHP; SQL,C; C++; C#; CoffeeScript; Clojure; Java; JavaScript; Ruby
38225,Student,India,General,C; C++; Python; R; SQL,Clojure; Python; R
38234,Student,Belgium,General,C#; Java; JavaScript; PHP; SQL; VB.NET,C++; C#; Java; PHP; SQL
38270,Student,India,General,JavaScript; PHP,JavaScript
38280,Student,India,General,C; JavaScript; PHP,C; C++; C#; JavaScript; PHP; Python; Ruby; SQL; Visual Basic 6
38283,Student,Ghana,General,Java,Java; Python
38295,Student,Netherlands,General,Java; JavaScript; Lua; PHP; SQL,C#; CoffeeScript; Java; JavaScript; Lua; PHP; SQL
38299,Student,Netherlands,General,Java; JavaScript; PHP; SQL,C#; F#; Java; SQL
38308,Student,Austria,General,C#; JavaScript; SQL,C#; TypeScript
38321,Student,Greece,General,C; C++,C; C++; Go; Haskell; Python
38340,Student,Germany,General,Java; JavaScript; PHP; SQL,C++; Java; JavaScript; Python; SQL
38365,Student,Nigeria,General,Java; SQL,Java; JavaScript; SQL
38382,Student,Israel,General,JavaScript,C#; JavaScript; PHP; TypeScript
38412,Student,Germany,General,C; C++; C#; JavaScript; PHP; SQL; VB.NET,Java
38445,Student,Switzerland,General,C#; Java; JavaScript; PHP; SQL,C++; Java; JavaScript; Python; Ruby; SQL
38454,Student,Austria,General,Java; JavaScript; Lua; PHP; SQL; VB.NET,C; C++; Java; JavaScript; PHP; SQL; VB.NET
38461,Student,India,General,C++; Java; JavaScript; Python; SQL,Go; JavaScript; Objective-C; Python; SQL; Swift
38486,Student,Germany,General,C; C++; Java,C++; C#
38518,Student,Germany,General,C++; Java; JavaScript; PHP,C++; C#; Java; JavaScript
38536,Student,Nepal,General,C; C++; C#; Java; JavaScript; PHP; Python,C++; Hack; Java; PHP; Python
38556,Student,Germany,General,SQL,JavaScript; PHP; VB.NET
38562,Student,India,General,C++; Java; JavaScript; Matlab; Perl; PHP; Python; SQL; VB.NET; Visual Basic 6,C++; Java; JavaScript; Matlab; PHP; Python; SQL
38564,Student,India,General,C; C++; C#; Java; Python,JavaScript; Rust; Scala; Swift
38568,Student,Serbia,General,PHP; SQL,C++; Python
38576,Student,India,General,C++; Matlab; PHP; SQL,C++; Go; JavaScript; Python; SQL
38582,Student,United States,General,Python,C++; Haskell; Perl
38603,Student,United Kingdom,General,C++; Java; JavaScript,C++; Java; JavaScript; Python
38608,Student,Nigeria,General,JavaScript; PHP; SQL,JavaScript; PHP; Python; SQL
38624,Student,Netherlands,General,Java; TypeScript,Java; JavaScript; Objective-C; Swift
38687,Student,South Africa,General,Java; JavaScript; SQL,C#; JavaScript; PHP; SQL
38695,Student,United States,General,JavaScript; Matlab; Python; TypeScript,C++
38726,Student,France,General,Assembly; C; C#; CoffeeScript; Java; JavaScript; Objective-C; PHP; SQL; Swift; TypeScript,C++; Common Lisp; Clojure; Dart; Elixir; Erlang; F#; Go; Groovy; Hack; Haskell; Julia; Lua; Matlab; Perl; Python; R; Ruby; Rust; Scala; Smalltalk; VB.NET; VBA; Visual Basic 6
38747,Student,United States,General,C++; Java,C++; JavaScript; PHP; Python; Swift
38764,Student,Germany,General,C#; Java; JavaScript,C++; C#; Java; JavaScript
38784,Student,India,General,Assembly; C; C++; C#; Java; JavaScript; SQL,C++; C#; Java; JavaScript; SQL
38791,Student,Brazil,General,Java,C++; Java; Ruby
38812,Student,Russian Federation,General,Python,JavaScript
38825,Student,United States,General,C++; C#; JavaScript,C++; C#; PHP; SQL
38836,Student,Poland,General,Go; Java; Lua,Assembly; C; Go; Java; Lua; Scala
38862,Student,Ukraine,General,Python,C++; Go
38863,Student,United States,General,C#; JavaScript,C#; F#; TypeScript
38896,Student,Poland,General,C++; JavaScript,C#; Java; Python
38900,Student,United Kingdom,General,C#; Java; JavaScript; PHP; Python; SQL; VB.NET,Go; SQL
38905,Student,United States,General,Assembly; C; C++; C#; JavaScript; TypeScript,JavaScript; Python; TypeScript
38964,Student,Brazil,General,C; C#,Java; Ruby; TypeScript
38971,Student,United States,General,C; Java; JavaScript; Matlab; PHP; Python; SQL; Swift,Assembly; C; C++; Go; Java; JavaScript; Matlab; PHP; Python; SQL; Swift
38978,Student,United States,General,Python,C++
38981,Student,Hungary,General,C; C++; Java; JavaScript; Python; SQL; TypeScript,C; C++; Go; Java; JavaScript; Lua; PHP; Python; SQL; TypeScript
38986,Student,Mexico,General,C++; JavaScript; Python,Assembly; C++; Java; JavaScript; Python; TypeScript
38993,Student,Argentina,General,Java; SQL,Assembly; JavaScript; Python
38997,Student,Spain,General,C; JavaScript; PHP; Python; VB.NET,Assembly; C; C++; C#; CoffeeScript; Common Lisp; Clojure; Dart; Elixir; Erlang; F#; Go; Groovy; Hack; Haskell; Java; JavaScript; Julia; Lua; Matlab; Objective-C; Perl; PHP; Python; R; Ruby; Rust; Scala; Smalltalk; SQL; Swift; TypeScript; VB.NET; VBA; Visual Basic 6
39006,Student,Portugal,General,C; Haskell,Assembly; C; C++; Haskell; Rust
39007,Student,Malaysia,General,C; C++; C#,Assembly; C; C++; C#; Java
39021,Student,United States,General,Assembly; C; C++; C#; Java,C++; C#; Python
39038,Student,United States,General,C; Java; PHP; Python,Assembly; C; Java; Python
39068,Student,Sri Lanka,General,C++; C#; Java; SQL,C++; C#; Java; PHP; Python; SQL
39084,Student,Belgium,General,C#,Java
39090,Student,France,General,Assembly; C; C#; Python,C++; Common Lisp; Go; Haskell
39128,Student,Italy,General,C; C++; Java; JavaScript; Python,C; C++; C#; Java; JavaScript; Python; R
39133,Student,Croatia,General,C++; Python,C; C++; Python
39146,Student,Greece,General,C; C++; JavaScript; PHP; Python; SQL,C#; Java; Objective-C
39152,Student,United States,General,Java,C#
39206,Student,United States,General,C; Java,Assembly; C; C#; Java
39210,Student,France,General,Assembly; C; C++; C#; Ruby,Haskell
39251,Student,Canada,General,Java,C++; Python
39275,Student,India,General,JavaScript; PHP; Python,C; C++; Go; JavaScript; PHP; Python; Ruby; TypeScript
39278,Student,Germany,General,C; Haskell; Java; JavaScript; Python,C++; Java; JavaScript; PHP; Python
39286,Student,United States,General,C; Java; JavaScript; PHP; SQL,C; Java; JavaScript
39300,Student,United States,General,JavaScript; Python; Ruby; Swift; VBA,C++; C#; JavaScript; Python; Ruby; Swift; VBA
39301,Student,India,General,C; JavaScript; PHP; SQL,CoffeeScript; Go; Python
39309,Student,Indonesia,General,C#; SQL,F#; Java; Ruby; Swift; VB.NET; Visual Basic 6
39332,Student,Brazil,General,C; Java; JavaScript; PHP; SQL,C; C++; C#; Java; JavaScript; Matlab; PHP; SQL
39340,Student,India,General,C++; Java; JavaScript; PHP; R; SQL,C++; JavaScript; R; SQL
39348,Student,United States,General,C++; Java; JavaScript; PHP,C++; Java; JavaScript; Python
39361,Student,United States,General,C; Java; JavaScript; Objective-C; PHP; Python; R; Swift,C; C++; C#; Java; JavaScript; Objective-C; PHP; Python; R; Scala; Swift
39372,Student,Germany,General,C,C; Common Lisp; Erlang; Haskell
39402,Student,India,General,C; C++; Java,C#; Java; JavaScript; PHP; Swift
39437,Student,Germany,General,C#; SQL,C++; JavaScript; Ruby
39440,Student,India,General,Assembly; C++; Java; JavaScript; PHP; SQL,Java; JavaScript; Lua; PHP; Python; SQL
39464,Student,Australia,General,C; C++; JavaScript; PHP; Python,C; C++; C#; CoffeeScript; Go; JavaScript; Lua; PHP; Python
39490,Student,Colombia,General,JavaScript,JavaScript; Python
39529,Student,Canada,General,Assembly; C; C++; JavaScript; Matlab; Python,C; C++; Clojure; Haskell; JavaScript; Python; Rust; Smalltalk
39548,Student,Spain,General,JavaScript; PHP; SQL,C++; Java; JavaScript; Ruby; SQL; Swift
39575,Student,Germany,General,Java; Python; R; SQL,Java; Python; R
39590,Student,France,General,PHP,Go; JavaScript; Python; Scala
39600,Student,India,General,C; C++; Java; JavaScript,C; JavaScript; Python; R
39608,Student,Switzerland,General,C; C++; C#; Java; JavaScript; PHP; SQL; VBA; Visual Basic 6,Haskell; Python; Swift; TypeScript
39616,Student,Germany,General,C#; Java; SQL,Java; JavaScript; SQL
39624,Student,Venezuela,General,JavaScript,Python; Swift
39633,Student,Germany,General,C++; C#; Java; JavaScript; PHP; Python; SQL; VBA,C#; Python
39638,Student,United Kingdom,General,Java,Java; PHP
39644,Student,India,General,Java; JavaScript; Python; SQL,Java; Python; Ruby
39671,Student,India,General,C; C++; Java; PHP; SQL,C#
39672,Student,Germany,General,C; C#; Java,C++; C#; Java; JavaScript; VBA
39683,Student,United States,General,C; C++; C#; Java,C; C++
39689,Student,Germany,General,C; Java; SQL; VBA,JavaScript
39711,Student,Sweden,General,Java; Matlab; Python,C++; Java; Matlab; Python; Ruby; Swift
39777,Student,India,General,C; C++; Java; JavaScript; PHP; Python; SQL,C++; Go; Haskell; Java; JavaScript; Matlab; Perl; PHP; Python; R; Ruby; Rust; Scala; SQL
39804,Student,United Kingdom,General,C#; Java; JavaScript; Matlab; PHP; SQL,C++; C#; Java; JavaScript; Matlab; R; SQL
39808,Student,Ukraine,General,C; C++; C#; JavaScript; PHP; Ruby; SQL,CoffeeScript; Clojure; JavaScript; Ruby; SQL
39834,Student,United Kingdom,General,Java; JavaScript; PHP; Python; SQL,C++; C#; Java; JavaScript; PHP; Python
39854,Student,Czech Republic,General,C; C++; Java; PHP; SQL,C++; Haskell; JavaScript; Perl; Python
39894,Student,Switzerland,General,C++; C#; PHP; Python; SQL,C++; C#
39897,Student,Netherlands,General,C++; Haskell; Python,C++; Haskell; Python; Rust
39912,Student,United Kingdom,General,Java; SQL,Java; PHP; SQL
39919,Student,Germany,General,JavaScript,Java; JavaScript; Lua
39923,Student,Germany,General,JavaScript; TypeScript,JavaScript; Python; TypeScript
39929,Student,Switzerland,General,C#; Java; JavaScript; PHP; SQL; Swift,C#; JavaScript; Python; SQL; Swift
39941,Student,Denmark,General,C; C++; Java; Python,C; C++
39943,Student,Finland,General,Java; JavaScript; PHP; Python; Scala; SQL; TypeScript,Go; Scala; SQL; TypeScript
39970,Student,Germany,General,C#; JavaScript,C#; Ruby
40043,Student,Slovak Republic,General,C; PHP; Python; SQL,C; Java; PHP; Python; SQL
40049,Student,Egypt,General,C#; Lua; Python,C#; Python
40066,Student,Iran,General,C++; C#; Hack; Python; Swift,Hack; Java; JavaScript; Objective-C; Python; Swift
40079,Student,Germany,General,C; C++; Java; Lua,C++; Lua
40111,Student,Hungary,General,C#; Java; VBA,C; C++; C#; Java; Python
40116,Student,France,General,C; C#; Java; Python; SQL; VB.NET,C#; F#; Python; SQL; Swift
40157,Student,Germany,General,C#; JavaScript; PHP; SQL; TypeScript,PHP; SQL
40169,Student,India,General,C,R
40181,Student,United Kingdom,General,Java; PHP; Python,C++
40216,Student,Pakistan,General,C; C++; Python; Visual Basic 6,C; C++; Java; JavaScript; PHP; Python
40221,Student,Romania,General,Java; JavaScript; PHP; SQL,Haskell; Java; JavaScript; Python
40246,Student,United Kingdom,General,Java; JavaScript; PHP; SQL,Java; JavaScript; Python; Ruby; Scala
40257,Student,United States,General,Java; JavaScript; Matlab; Python; Swift,JavaScript; Python; Swift
40271,Student,Hungary,General,C; JavaScript; PHP; Python,C; C++; Java; JavaScript; Python
40289,Student,Iran,General,C; C++; C#; Java; Matlab; PHP; Python; SQL; TypeScript; VB.NET; VBA; Visual Basic 6,Assembly; C; C++; C#; CoffeeScript; Common Lisp; Clojure; Dart; Elixir; Erlang; F#; Go; Groovy; Hack; Haskell; Java; JavaScript; Julia; Lua; Matlab; Objective-C; Perl; PHP; R; Ruby; Rust; Scala; Smalltalk; SQL; Swift; TypeScript; VBA; Visual Basic 6
40291,Student,United States,General,C; Java; JavaScript; PHP; Python; SQL,C++; Haskell; Ruby
40293,Student,India,General,C; C++; Java; JavaScript; PHP; SQL; TypeScript,Haskell; Scala
40309,Student,United States,General,R,C++; Go; Python
40351,Student,Germany,General,Python,C; C++; C#
40353,Student,Egypt,General,C; PHP; Python; Ruby; SQL,C; CoffeeScript; Go; Python; SQL
40355,Student,France,General,JavaScript,C++; Common Lisp; Haskell; Scala
40373,Student,Bosnia-Herzegovina,General,C; C++; C#; F#; Java; PHP; R; SQL,C; C#; F#; PHP; R
40378,Student,United States,General,Assembly; C; Clojure; Go; JavaScript; Perl; Python; Scala,Assembly; C; Haskell; JavaScript; Julia; Perl; Python
40408,Student,Canada,General,C; C++; Java,C; C++; C#; Java; Python; SQL
40416,Student,United States,General,Assembly; C; Perl; Python,Assembly; C; Clojure; Haskell; Perl; Ruby; Rust
40434,Student,United Kingdom,General,Assembly; C; Haskell; SQL,C++; Java
40457,Student,United States,General,C#; Java; JavaScript; Matlab,C++
40471,Student,Syria,General,C#; JavaScript; SQL; VBA,Assembly; C; C++; Python
40483,Student,United States,General,C; JavaScript,Java
40518,Student,Canada,General,JavaScript,C#; JavaScript
40524,Student,Mexico,General,C; Java; JavaScript; SQL,Assembly; Go; Haskell; Python
